Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
-0.1593632728222806,1,-0.23580956910709616,-1.1214286875340433,1,-0.7722385514167521,-0.8009299071826822,1
0.7328249340978248,1,-0.9039913865213183,-1.078037580889189,1,-0.8469407909613551,-0.8760898972214088,1
-1.2361421432430977,1,1.698400954986705,-0.2102154479921039,0,1.7925383396146162,-0.46270995200841303,0
0.8558853764316323,1,-0.6226516739258564,0.13691340516673028,1,-1.3698564677735756,-1.5525298075699472,1
-0.6823701527409632,0,0.6785444968281552,0.9179533247741068,0,0.6222032534158363,1.6793497640952926,0
-1.6668536914114247,0,0.573042104604857,0.8311711114843983,0,0.5226002673563656,-0.049330006795417235,0
-0.5900748209906076,0,1.698400954986705,0.31047783174614707,0,0.44789802781176286,0.2137299583401256,0
1.440422477517219,1,-1.3260009554145114,0.31047783174614707,1,-0.4983303397532081,-0.3123899719309601,1
-1.2669072538265498,0,1.3818937783168102,0.5708244716152728,0,0.9210122115942483,1.2283898238629332,0
0.8251202658481805,1,-1.0446612428190492,-0.8610820476649177,1,-1.0959482561100315,-0.1620699918535071,1
-0.3747190469064441,0,-0.024804784660499662,1.3084732845777953,0,1.3692256488618657,1.1156498388048435,0
0.9789458187654402,1,-1.607340668009973,0.4406511516807101,1,-1.3698564677735756,-0.5754499370665028,1
0.9789458187654402,1,-0.6226516739258564,-0.7309087277303549,0,-1.64376467943712,-1.6276897976086737,1
1.2250667034330558,1,-1.361168419488944,-0.2102154479921039,1,-0.34892586066400205,0.5519499135143946,1
0.6712947129309209,1,-1.3963358835633768,-0.38377987457152085,1,-0.17462063505992845,-1.4773698175312209,1
0.48670404943020956,1,-0.5874842098514236,-1.251602007468606,1,-1.3200549747438406,-0.8385099022020456,1
-0.1593632728222806,0,-0.27097703318152894,0.614215578260127,0,0.8712107185645127,1.5290297840178393,0
1.0712411505157962,1,-1.2556660272656457,-1.6855130739171484,1,-0.9216430305059581,-0.049330006795417235,1
-0.8669608162416748,0,0.7137119609025878,0.18030451181158438,0,0.8463099720496452,0.7774298836305743,0
1.1327713716826997,1,-0.7633215302235873,-0.5139531945060836,1,-0.37382660717886984,-0.9512498872601354,1
-0.5900748209906076,0,1.1357215297957808,1.3084732845777953,1,0.5475010138712335,0.6646898985724843,0
1.3173620351834112,1,-0.8688239224468856,-1.59873086062744,1,-1.3698564677735756,-0.6881899221245925,1
-1.2976723644100017,0,0.4675397123815589,0.48404225832556425,0,0.9708137046239834,1.6417697690759288,0
0.24058316476259428,1,-0.16547464095823078,-0.5573443011509378,1,-1.1208490026248992,-0.011750011776054118,1
-0.5900748209906076,0,0.99505167349805,0.9613444314189609,0,2.0913472977930274,-0.1620699918535071,0
-1.2361421432430977,0,0.9598842094236172,1.5688199244469205,0,1.5684316209808071,-0.1244899968341438,0
0.8866504870150848,1,-0.6929866020747217,-0.47056208786122944,1,-1.3947572142884435,-0.1244899968341438,1
1.3481271457668635,1,-0.4819818176281253,-0.036651021412686904,1,-0.6726355653572816,-0.3123899719309601,1
-0.8977259268251268,0,0.5378746405304241,0.614215578260127,1,0.7965084790199101,-0.46270995200841303,0
0.39440871767985386,0,-0.7281540661491546,-1.3383842207583145,1,-1.0710475095951641,-0.5754499370665028,1
-0.0670679410719249,1,-0.517149281702558,-1.3383842207583145,1,-1.2453527351992375,-1.2518898474150413,1
-1.4822630279107132,1,0.04553014348836589,1.3518643912226493,1,1.0953174371983216,-0.9512498872601354,0
-0.9592561479920306,0,1.5225636346145413,0.5274333649704184,0,1.294523409317263,0.890169868688664,0
1.009710929348892,1,-0.024804784660499662,-1.6855130739171484,0,-0.34892586066400205,-0.27480997691159675,1
0.9789458187654402,1,-0.517149281702558,-0.34038876792666656,1,-1.2204519886843699,-0.5754499370665028,1
0.30211338592949816,1,-1.607340668009973,-1.2949931141134603,1,-0.34892586066400205,-1.3270498374537678,1
-0.12859816223882878,0,0.6785444968281552,-0.036651021412686904,1,2.0913472977930274,0.4016299334369418,0
0.8558853764316323,1,-1.361168419488944,-0.7742998343752091,1,-0.8967422839910905,-0.3123899719309601,1
-0.5285445998237036,0,0.39720478423269334,1.1349088579983782,0,-0.14971988854506088,0.890169868688664,0
0.8866504870150848,1,-0.05997224873493228,-0.9478642609546262,1,-0.9714445235356933,-0.8385099022020456,1
-0.5900748209906076,0,0.8543818172003189,1.1349088579983782,0,1.0704166906834542,0.06340997826267245,0
-0.5593097104071556,0,0.5027071764559915,0.006740085232167389,0,1.0704166906834542,0.7022698935918478,0
-0.6823701527409632,0,0.1861999997860967,1.5688199244469205,0,0.9459129581091159,0.8150098786499375,0
0.8251202658481805,1,-1.0446612428190492,-0.036651021412686904,1,-1.64376467943712,-0.8385099022020456,1
-0.005537719905021009,1,-1.607340668009973,-1.1214286875340433,0,-0.6975363118721493,-0.2372299818922335,1
-0.5285445998237036,0,1.7687358831355702,0.13691340516673028,0,0.8961114650793803,0.43920992845630497,0
-0.9592561479920306,0,0.6082095686792897,1.3952554978675034,0,0.5973025069009686,-0.08691000181478069,0
1.7173084727682864,1,-1.2556660272656457,-1.6855130739171484,0,-0.7971392979316199,-0.27480997691159675,1
0.8558853764316323,1,-1.2556660272656457,-1.5119486473377315,1,-0.9216430305059581,-0.19964998687287036,1
-1.0515514797423864,0,0.8895492812747516,0.4406511516807101,0,0.049486083573880284,2.055149714288925,0
1.3481271457668635,1,-1.079828706893482,-1.6421219672722942,1,-1.3947572142884435,-1.3270498374537678,1
-0.7439003739078671,0,1.3818937783168102,-0.1234332347023953,0,0.07438683008874807,1.0029098537467538,0
1.5634829198510267,1,-1.3963358835633768,-0.34038876792666656,1,-0.3987273536937374,-0.8009299071826822,1
1.1635364822661516,1,-0.16547464095823078,-1.6855130739171484,1,-0.09991839551532554,-0.5378699420471396,1
-1.0823165903258383,0,0.2917023920093952,0.006740085232167389,0,0.024585337059012717,-0.3875499619696866,0
-0.49777948924025184,1,0.8895492812747516,0.35386893839100153,0,0.5475010138712335,0.5895299085337581,0
-1.2669072538265498,0,0.0806976075627985,0.31047783174614707,0,0.34829504175229214,1.1156498388048435,0
-0.7439003739078671,0,1.4873961705401086,1.3952554978675034,0,0.4727987743266304,0.5519499135143946,0
-0.9592561479920306,0,1.3467263142423775,0.26708672510129294,0,0.9459129581091159,1.1532298338242069,0
-0.005537719905021009,1,-1.0094937787446165,-1.6421219672722942,1,-0.6975363118721493,-1.6276897976086737,1
-0.43624926807334796,0,-0.517149281702558,1.5688199244469205,0,0.771607732505042,1.6793497640952926,0
-1.2669072538265498,0,1.8039033472100028,0.7009977915498355,0,-0.3240251141491345,0.9277498637080271,0
0.48670404943020956,1,-1.466670811712242,-1.251602007468606,1,-0.5979333258126786,-0.5002899470277763,1
0.7943551552647288,1,-1.2908334913400785,-0.5573443011509378,0,-0.8220400444464875,-1.6276897976086737,1
-1.0207863691589343,0,1.0302191375724827,0.7443888981946897,0,0.771607732505042,0.5143699184950316,0
0.702059823514373,1,-1.607340668009973,-0.6875176210855007,1,-0.6726355653572816,-0.5754499370665028,1
1.6557782516013826,1,-0.9743263146701838,0.4406511516807101,1,-0.09991839551532554,-1.0264098772988617,1
0.8558853764316323,1,0.010362679413932957,-0.036651021412686904,1,-1.5441616933776492,-0.613029932085866,1
-0.3747190469064441,1,-0.517149281702558,0.9179533247741068,1,-0.8469407909613551,-0.3875499619696866,1
-1.2053770326596458,0,0.6082095686792897,0.7443888981946897,1,0.6720047464455718,0.025829983243309335,0
-0.805430595074771,1,0.8543818172003189,-0.5573443011509378,0,0.7965084790199101,1.6417697690759288,0
1.7173084727682864,1,-1.607340668009973,-0.7742998343752091,1,-1.3200549747438406,-0.8009299071826822,1
1.7173084727682864,1,-0.5523167457769909,-1.0346464742443346,1,-0.423628100208605,-1.6276897976086737,1
-0.5900748209906076,0,1.0653866016469153,-0.34038876792666656,0,1.6182331140105424,1.3787098039403862,0
0.8558853764316323,1,-1.361168419488944,-0.38377987457152085,1,-0.3240251141491345,-0.08691000181478069,1
-0.1593632728222806,0,1.1357215297957808,-0.47056208786122944,0,0.6969054929604394,1.3035498139016597,0
-0.7131352633244152,0,0.5378746405304241,0.48404225832556425,0,1.0206151976537186,0.3264699433982153,0
-1.174611922076194,0,0.25653492793496224,0.8745622181292527,0,0.6720047464455718,-0.08691000181478069,0
